i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
2683,2684,0.9559219841767927,0,2,same_sequence_same_split,training/notflip/0046_000000025.jpg,training/notflip/0046_000000026.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,25,26
2420,2425,0.9558711364452791,1,2,same_sequence_same_split,training/notflip/0035_000000023.jpg,training/notflip/0035_000000029.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,23,29
582,2931,0.9558450879430289,1,0,same_sequence_cross_split,testing/notflip/0056_000000022.jpg,training/notflip/0056_000000018.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,22,18
434,2318,0.9558359645618719,3,0,same_sequence_cross_split,testing/notflip/0031_000000016.jpg,training/notflip/0031_000000014.jpg,notflip__0031,notflip__0031,testing,training,notflip,notflip,16,14
477,2460,0.9558263520747757,1,0,same_sequence_cross_split,testing/notflip/0037_000000019.jpg,training/notflip/0037_000000017.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,19,17
370,2093,0.955751724086506,1,0,same_sequence_cross_split,testing/notflip/0019_000000027.jpg,training/notflip/0019_000000023.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,27,23
1888,1889,0.9557498507971944,2,0,same_sequence_same_split,training/notflip/0006_000000006.jpg,training/notflip/0006_000000007.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,6,7
2219,2223,0.9557338625366396,2,2,same_sequence_same_split,training/notflip/0027_000000008.jpg,training/notflip/0027_000000014.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,8,14
366,2088,0.9557320574888911,1,2,same_sequence_cross_split,testing/notflip/0019_000000012.jpg,training/notflip/0019_000000018.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,12,18
1773,1775,0.9557082216850087,2,0,same_sequence_same_split,training/notflip/0001_000000019.jpg,training/notflip/0001_000000021.jpg,notflip__0001,notflip__0001,training,training,notflip,notflip,19,21
438,2331,0.9556100905330828,0,0,same_sequence_cross_split,testing/notflip/0032_000000003.jpg,training/notflip/0032_000000002.jpg,notflip__0032,notflip__0032,testing,training,notflip,notflip,3,2
2726,2735,0.9555990895965467,4,0,same_sequence_same_split,training/notflip/0048_000000016.jpg,training/notflip/0048_000000027.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,16,27
2700,2706,0.9555757603561985,2,2,same_sequence_same_split,training/notflip/0047_000000016.jpg,training/notflip/0047_000000022.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,16,22
273,1693,0.9555678466572817,4,2,same_sequence_cross_split,testing/flip/0062_000000006.jpg,training/flip/0062_000000001.jpg,flip__0062,flip__0062,testing,training,flip,flip,6,1
366,2081,0.9555626587666752,1,2,same_sequence_cross_split,testing/notflip/0019_000000012.jpg,training/notflip/0019_000000009.jpg,notflip__0019,notflip__0019,testing,training,notflip,notflip,12,9
360,2067,0.9555606077156988,0,0,same_sequence_cross_split,testing/notflip/0016_000000014.jpg,training/notflip/0016_000000015.jpg,notflip__0016,notflip__0016,testing,training,notflip,notflip,14,15
2723,2728,0.9554986730822475,2,2,same_sequence_same_split,training/notflip/0048_000000012.jpg,training/notflip/0048_000000018.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,12,18
2345,2348,0.9554830605495978,4,2,same_sequence_same_split,training/notflip/0032_000000021.jpg,training/notflip/0032_000000024.jpg,notflip__0032,notflip__0032,training,training,notflip,notflip,21,24
2630,2635,0.9554778768010924,2,2,same_sequence_same_split,training/notflip/0044_000000019.jpg,training/notflip/0044_000000024.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,19,24
1950,1954,0.9554677137576796,0,0,same_sequence_same_split,training/notflip/0008_000000026.jpg,training/notflip/0008_000000030.jpg,notflip__0008,notflip__0008,training,training,notflip,notflip,26,30
553,2756,0.9554602305169245,0,2,same_sequence_cross_split,testing/notflip/0049_000000022.jpg,training/notflip/0049_000000024.jpg,notflip__0049,notflip__0049,testing,training,notflip,notflip,22,24
167,1248,0.9554589491399138,1,0,same_sequence_cross_split,testing/flip/0038_000000032.jpg,training/flip/0038_000000033.jpg,flip__0038,flip__0038,testing,training,flip,flip,32,33
2667,2669,0.9553372491590977,1,0,same_sequence_same_split,training/notflip/0046_000000007.jpg,training/notflip/0046_000000009.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,7,9
465,2441,0.955319946166439,2,2,same_sequence_cross_split,testing/notflip/0036_000000020.jpg,training/notflip/0036_000000017.jpg,notflip__0036,notflip__0036,testing,training,notflip,notflip,20,17
2322,2323,0.9553120276676816,1,0,same_sequence_same_split,training/notflip/0031_000000023.jpg,training/notflip/0031_000000024.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,23,24
2935,2940,0.9552873029267234,1,0,same_sequence_same_split,training/notflip/0056_000000023.jpg,training/notflip/0056_000000030.jpg,notflip__0056,notflip__0056,training,training,notflip,notflip,23,30
2301,2307,0.955282458728019,2,2,same_sequence_same_split,training/notflip/0030_000000020.jpg,training/notflip/0030_000000030.jpg,notflip__0030,notflip__0030,training,training,notflip,notflip,20,30
2300,2307,0.9552814743091598,2,2,same_sequence_same_split,training/notflip/0030_000000019.jpg,training/notflip/0030_000000030.jpg,notflip__0030,notflip__0030,training,training,notflip,notflip,19,30
586,2945,0.9552793108845102,0,0,same_sequence_cross_split,testing/notflip/0057_000000007.jpg,training/notflip/0057_000000006.jpg,notflip__0057,notflip__0057,testing,training,notflip,notflip,7,6
1989,1990,0.9552268865442306,1,2,same_sequence_same_split,training/notflip/0010_000000015.jpg,training/notflip/0010_000000016.jpg,notflip__0010,notflip__0010,training,training,notflip,notflip,15,16
2849,2850,0.9552090890298326,0,2,same_sequence_same_split,training/notflip/0053_000000012.jpg,training/notflip/0053_000000013.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,12,13
2812,2814,0.9552038449968351,1,0,same_sequence_same_split,training/notflip/0051_000000028.jpg,training/notflip/0051_000000030.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,28,30
2253,2255,0.9551845266197838,4,4,same_sequence_same_split,training/notflip/0028_000000018.jpg,training/notflip/0028_000000020.jpg,notflip__0028,notflip__0028,training,training,notflip,notflip,18,20
1350,1353,0.9551592080335632,4,4,same_sequence_same_split,training/flip/0044_000000008.jpg,training/flip/0044_000000011.jpg,flip__0044,flip__0044,training,training,flip,flip,8,11
2446,2448,0.9551495454314745,1,2,same_sequence_same_split,training/notflip/0036_000000023.jpg,training/notflip/0036_000000026.jpg,notflip__0036,notflip__0036,training,training,notflip,notflip,23,26
2858,2863,0.9551450932528008,0,2,same_sequence_same_split,training/notflip/0053_000000023.jpg,training/notflip/0053_000000029.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,23,29
1084,1085,0.9551316092499617,3,2,same_sequence_same_split,training/flip/0028_000000011.jpg,training/flip/0028_000000012.jpg,flip__0028,flip__0028,training,training,flip,flip,11,12
1879,1880,0.9551308056026323,0,0,same_sequence_same_split,training/notflip/0005_000000027.jpg,training/notflip/0005_000000028.jpg,notflip__0005,notflip__0005,training,training,notflip,notflip,27,28
2421,2428,0.9550906649929095,2,2,same_sequence_same_split,training/notflip/0035_000000024.jpg,training/notflip/0035_000000032.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,24,32
485,2483,0.9550899104916303,0,2,same_sequence_cross_split,testing/notflip/0038_000000020.jpg,training/notflip/0038_000000019.jpg,notflip__0038,notflip__0038,testing,training,notflip,notflip,20,19
870,872,0.9550597330216535,2,2,same_sequence_same_split,training/flip/0015_000000001.jpg,training/flip/0015_000000003.jpg,flip__0015,flip__0015,training,training,flip,flip,1,3
2191,2192,0.9550505617525186,2,0,same_sequence_same_split,training/notflip/0026_000000002.jpg,training/notflip/0026_000000003.jpg,notflip__0026,notflip__0026,training,training,notflip,notflip,2,3
553,2751,0.9549649284408764,1,0,same_sequence_cross_split,testing/notflip/0049_000000022.jpg,training/notflip/0049_000000017.jpg,notflip__0049,notflip__0049,testing,training,notflip,notflip,22,17
381,2143,0.9549597798450543,1,0,same_sequence_cross_split,testing/notflip/0023_000000030.jpg,training/notflip/0023_000000026.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,30,26
516,2583,0.9549496498809928,2,2,same_sequence_cross_split,testing/notflip/0042_000000021.jpg,training/notflip/0042_000000025.jpg,notflip__0042,notflip__0042,testing,training,notflip,notflip,21,25
1889,1890,0.9549213445934597,0,0,same_sequence_same_split,training/notflip/0006_000000007.jpg,training/notflip/0006_000000008.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,7,8
2708,2710,0.954915036743622,1,0,same_sequence_same_split,training/notflip/0047_000000026.jpg,training/notflip/0047_000000028.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,26,28
552,553,0.9549005350746549,1,0,same_sequence_same_split,testing/notflip/0049_000000018.jpg,testing/notflip/0049_000000022.jpg,notflip__0049,notflip__0049,testing,testing,notflip,notflip,18,22
2319,2320,0.9548699664479521,3,0,same_sequence_same_split,training/notflip/0031_000000018.jpg,training/notflip/0031_000000021.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,18,21
2384,2386,0.9548651158890791,1,0,same_sequence_same_split,training/notflip/0034_000000010.jpg,training/notflip/0034_000000012.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,10,12
1076,1077,0.9548516729872976,0,0,same_sequence_same_split,training/flip/0028_000000003.jpg,training/flip/0028_000000004.jpg,flip__0028,flip__0028,training,training,flip,flip,3,4
1928,1929,0.9548390596092587,2,0,same_sequence_same_split,training/notflip/0007_000000028.jpg,training/notflip/0007_000000029.jpg,notflip__0007,notflip__0007,training,training,notflip,notflip,28,29
2880,2883,0.9548364240538927,0,2,same_sequence_same_split,training/notflip/0054_000000017.jpg,training/notflip/0054_000000021.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,17,21
31,737,0.9548239484015331,0,0,same_sequence_cross_split,testing/flip/0008_000000007.jpg,training/flip/0008_000000008.jpg,flip__0008,flip__0008,testing,training,flip,flip,7,8
448,2366,0.9547919555569641,1,4,same_sequence_cross_split,testing/notflip/0033_000000015.jpg,training/notflip/0033_000000018.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,15,18
2740,2741,0.9547866667032021,2,2,same_sequence_same_split,training/notflip/0049_000000003.jpg,training/notflip/0049_000000004.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,3,4
2705,2708,0.9547410449149887,0,0,same_sequence_same_split,training/notflip/0047_000000021.jpg,training/notflip/0047_000000026.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,21,26
504,2545,0.9547337166059651,2,0,same_sequence_cross_split,testing/notflip/0041_000000011.jpg,training/notflip/0041_000000010.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,11,10
2856,2860,0.9547311009975328,0,2,same_sequence_same_split,training/notflip/0053_000000021.jpg,training/notflip/0053_000000026.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,21,26
1612,1613,0.9547269705579381,2,0,same_sequence_same_split,training/flip/0059_000000004.jpg,training/flip/0059_000000005.jpg,flip__0059,flip__0059,training,training,flip,flip,4,5
2984,2985,0.9547237984983057,1,2,same_sequence_same_split,training/notflip/0058_000000026.jpg,training/notflip/0058_000000027.jpg,notflip__0058,notflip__0058,training,training,notflip,notflip,26,27
537,2669,0.9547232722172899,3,4,same_sequence_cross_split,testing/notflip/0046_000000012.jpg,training/notflip/0046_000000009.jpg,notflip__0046,notflip__0046,testing,training,notflip,notflip,12,9
2674,2677,0.9547219374134586,0,2,same_sequence_same_split,training/notflip/0046_000000016.jpg,training/notflip/0046_000000019.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,16,19
2721,2723,0.9547208930045239,2,4,same_sequence_same_split,training/notflip/0048_000000010.jpg,training/notflip/0048_000000012.jpg,notflip__0048,notflip__0048,training,training,notflip,notflip,10,12
689,691,0.9547116242248659,0,2,same_sequence_same_split,training/flip/0006_000000003.jpg,training/flip/0006_000000005.jpg,flip__0006,flip__0006,training,training,flip,flip,3,5
2791,2794,0.9546716880674746,2,0,same_sequence_same_split,training/notflip/0051_000000005.jpg,training/notflip/0051_000000008.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,5,8
355,356,0.9546235714836377,1,4,same_sequence_same_split,testing/notflip/0015_000000004.jpg,testing/notflip/0015_000000005.jpg,notflip__0015,notflip__0015,testing,testing,notflip,notflip,4,5
1355,1356,0.9546006810690186,0,2,same_sequence_same_split,training/flip/0044_000000013.jpg,training/flip/0044_000000014.jpg,flip__0044,flip__0044,training,training,flip,flip,13,14
766,767,0.954592571200102,0,2,same_sequence_same_split,training/flip/0009_000000012.jpg,training/flip/0009_000000013.jpg,flip__0009,flip__0009,training,training,flip,flip,12,13
2879,2882,0.954586291540574,0,2,same_sequence_same_split,training/notflip/0054_000000016.jpg,training/notflip/0054_000000019.jpg,notflip__0054,notflip__0054,training,training,notflip,notflip,16,19
548,2722,0.954577771152991,3,2,same_sequence_cross_split,testing/notflip/0048_000000030.jpg,training/notflip/0048_000000011.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,30,11
1614,1615,0.9545562840366205,3,0,same_sequence_same_split,training/flip/0059_000000006.jpg,training/flip/0059_000000007.jpg,flip__0059,flip__0059,training,training,flip,flip,6,7
2857,2862,0.9545546301053449,1,2,same_sequence_same_split,training/notflip/0053_000000022.jpg,training/notflip/0053_000000028.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,22,28
2084,2087,0.9545194286785249,1,2,same_sequence_same_split,training/notflip/0019_000000013.jpg,training/notflip/0019_000000017.jpg,notflip__0019,notflip__0019,training,training,notflip,notflip,13,17
2909,2911,0.9545056499457646,0,2,same_sequence_same_split,training/notflip/0055_000000022.jpg,training/notflip/0055_000000024.jpg,notflip__0055,notflip__0055,training,training,notflip,notflip,22,24
395,2189,0.9544839218126189,2,4,same_sequence_cross_split,testing/notflip/0025_000000021.jpg,training/notflip/0025_000000030.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,21,30
397,2181,0.9544819048128049,3,2,same_sequence_cross_split,testing/notflip/0025_000000025.jpg,training/notflip/0025_000000019.jpg,notflip__0025,notflip__0025,testing,training,notflip,notflip,25,19
1969,1971,0.9544785701656299,1,2,same_sequence_same_split,training/notflip/0009_000000022.jpg,training/notflip/0009_000000024.jpg,notflip__0009,notflip__0009,training,training,notflip,notflip,22,24
2781,2784,0.9544636026766492,0,0,same_sequence_same_split,training/notflip/0050_000000023.jpg,training/notflip/0050_000000026.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,23,26
2861,2864,0.9544414439410626,0,0,same_sequence_same_split,training/notflip/0053_000000027.jpg,training/notflip/0053_000000030.jpg,notflip__0053,notflip__0053,training,training,notflip,notflip,27,30
2345,2347,0.9543882019590265,2,2,same_sequence_same_split,training/notflip/0032_000000021.jpg,training/notflip/0032_000000023.jpg,notflip__0032,notflip__0032,training,training,notflip,notflip,21,23
1232,1233,0.9543676742062615,0,2,same_sequence_same_split,training/flip/0038_000000011.jpg,training/flip/0038_000000012.jpg,flip__0038,flip__0038,training,training,flip,flip,11,12
